Bimp,Bter
BIMP20768,LOC100645042
BIMP12300,LOC100648521
BIMP18232,LOC100643138
BIMP12344,LOC100648640
BIMP16587,LOC100644622
BIMP12768,LOC100644148
BIMP13731,
BIMP11418,LOC100650762
BIMP13653,LOC100646536
BIMP24476,
BIMP25665,
BIMP18167,
BIMP23717,LOC100645249
BIMP16981,LOC100646053
BIMP17675,LOC100644582
BIMP23273,
BIMP15346,LOC100650869
BIMP16354,LOC100646605
BIMP10458,
BIMP16557,LOC100647241
BIMP13840,
BIMP12490,
BIMP20842,LOC100652077
BIMP16525,
BIMP19401,
BIMP18128,LOC100647924
BIMP25306,LOC100647856
BIMP23044,LOC100642880
BIMP15972,
BIMP22732,LOC100642605
BIMP23665,LOC100642608
BIMP14803,
BIMP19681,LOC100645690
BIMP12481,
BIMP21487,LOC100646684
BIMP25387,
BIMP20358,
BIMP20278,LOC100648813
BIMP22310,LOC100651909
BIMP20212,
BIMP22550,LOC100644504
BIMP19517,LOC100649916
BIMP18035,LOC105666613
BIMP23347,
BIMP22880,LOC100649888
BIMP12039,LOC100643413
BIMP18101,LOC105666120
BIMP25670,
BIMP20913,
BIMP23040,LOC100643362
BIMP23917,
BIMP22412,
BIMP22904,LOC100645999
BIMP25067,LOC100647292
BIMP23933,
BIMP11643,
BIMP10421,
BIMP15071,
BIMP16777,
BIMP12967,
BIMP20339,LOC100642316
BIMP15612,LOC100642811
BIMP15054,LOC100651576
BIMP18133,LOC100647133
BIMP11288,
BIMP24053,LOC100652060
BIMP11332,
BIMP24949,
BIMP12024,LOC100645131
BIMP24677,
BIMP22815,LOC100647668
BIMP22815,LOC100642830
BIMP19756,
BIMP17583,
BIMP18451,LOC100642376
BIMP16461,LOC100643626
BIMP21116,LOC100650893
BIMP24801,
BIMP14545,
BIMP10389,LOC100642993
BIMP13904,
BIMP10135,LOC100648130
BIMP18437,LOC100648718
BIMP16090,
BIMP15489,LOC100643769
BIMP18554,
BIMP23183,
BIMP20205,
BIMP13537,LOC100646647
BIMP13576,LOC100648745
BIMP17277,LOC100649687
BIMP12694,
BIMP12299,LOC100649027
BIMP25186,LOC100649805
BIMP16566,
BIMP17416,LOC100650574
BIMP15352,LOC100644113
BIMP19708,
BIMP16152,LOC100650202
BIMP15985,LOC100645779
BIMP23404,LOC105667097
BIMP10304,LOC105666336
BIMP20786,
BIMP21787,
BIMP19193,LOC100650170
BIMP11289,
BIMP24202,
BIMP14729,LOC105666717
BIMP15152,LOC100649417
BIMP19529,LOC100644849
BIMP17531,
BIMP22333,LOC100643996
BIMP18141,
BIMP22579,LOC105666717
BIMP25085,
BIMP22795,
BIMP23514,LOC100652252
BIMP15653,LOC105666557
BIMP23959,
BIMP24546,LOC100649618
BIMP12176,
BIMP16552,LOC100645542
BIMP23438,LOC100644265
BIMP12644,
BIMP10133,LOC100648974
BIMP11904,LOC100646019
BIMP25857,LOC100645790
BIMP12632,
BIMP16332,LOC100650938
BIMP19335,
BIMP19159,LOC100643499
BIMP17985,
BIMP12897,
BIMP21847,LOC100649667
BIMP21984,
BIMP20647,LOC100647585
BIMP20647,LOC105666792
BIMP13828,LOC100646464
BIMP13446,LOC100645666
BIMP13057,
BIMP23156,LOC100651007
BIMP22017,LOC100646184
BIMP19637,LOC100645745
BIMP19263,LOC100650289
BIMP17590,LOC100645143
BIMP21602,
BIMP20513,LOC100645516
BIMP20930,
BIMP19283,LOC100644068
BIMP16876,LOC100648618
BIMP24084,LOC105666613
BIMP14363,LOC100647403
BIMP15730,LOC100647318
BIMP10093,LOC100643456
BIMP21243,LOC100643943
BIMP13700,LOC100647098
BIMP24201,
BIMP10408,
BIMP17789,LOC105666717
BIMP15218,LOC100650134
BIMP19666,LOC100642385
BIMP18886,LOC100643647
BIMP14805,
BIMP11519,
BIMP24246,LOC110119147
BIMP18545,LOC100646912
BIMP10951,LOC110120041
BIMP18979,
BIMP20752,
BIMP11235,LOC100649406
BIMP24306,LOC100649614
BIMP16893,
BIMP24589,
BIMP15918,LOC105667045
BIMP16370,LOC100646893
BIMP15264,LOC100652213
BIMP21720,LOC100645975
BIMP23097,LOC100645677
BIMP22205,LOC100649365
BIMP17332,LOC100650076
BIMP15049,LOC100649890
BIMP21474,LOC100644825
BIMP20161,
BIMP16724,LOC100650582
BIMP21263,LOC100650637
BIMP16390,LOC100644434
BIMP15539,
BIMP14016,
BIMP18177,
BIMP23737,LOC100648166
BIMP23603,LOC100651098
BIMP20555,
BIMP13905,LOC100645116
BIMP19477,
BIMP21426,LOC100649950
BIMP19371,LOC100644861
BIMP11309,
BIMP18399,LOC100647307
BIMP14133,
BIMP18973,LOC100649134
BIMP19511,LOC100650939
BIMP17975,LOC100647874
BIMP14993,LOC105666531
BIMP24133,LOC100651929
BIMP15251,LOC100645304
BIMP20869,LOC105667040
BIMP25358,LOC105666026
BIMP15540,
BIMP17297,LOC100644361
BIMP22645,
BIMP20664,LOC100651551
BIMP14039,
BIMP23968,LOC100649990
BIMP11182,LOC100645502
BIMP20997,
BIMP17440,LOC100648473
BIMP21965,
BIMP10921,LOC100648047
BIMP12510,
BIMP25468,
BIMP23512,
BIMP25441,
BIMP14504,LOC100644630
BIMP12796,LOC105666791
BIMP12796,LOC105666867
BIMP15140,LOC100643210
BIMP14883,
BIMP22163,LOC100642716
BIMP24103,LOC100646339
BIMP23176,LOC100644018
BIMP22682,
BIMP23577,LOC100646841
BIMP20516,LOC100643071
BIMP16070,LOC100645789
BIMP24134,LOC100651652
BIMP10066,
BIMP19996,
BIMP21108,LOC100642254
BIMP16548,LOC100645222
BIMP11934,LOC100650710
BIMP24308,LOC100649723
BIMP11390,
BIMP17645,
BIMP15738,
BIMP25020,LOC100644899
BIMP15930,LOC100649428
BIMP11614,
BIMP12916,
BIMP22309,LOC100652028
BIMP11478,
BIMP16169,LOC100645834
BIMP18112,
BIMP20141,LOC100647431
BIMP21609,
BIMP17259,LOC100651242
BIMP17686,
BIMP10127,LOC100642626
BIMP12480,
BIMP23000,LOC100643574
BIMP20528,LOC100647409
BIMP15407,LOC100649217
BIMP13873,LOC100648968
BIMP10486,LOC100642710
BIMP13033,
BIMP14216,
BIMP13495,LOC100651235
BIMP20967,
BIMP19416,LOC100647792
BIMP11917,LOC105665781
BIMP20972,LOC100645842
BIMP20824,LOC100648320
BIMP17823,LOC100645000
BIMP14036,
BIMP11891,
BIMP10053,
BIMP15092,LOC100651814
BIMP22327,
BIMP22798,
BIMP23467,
BIMP15238,
BIMP14279,
BIMP21137,
BIMP13373,LOC100643979
BIMP14286,
BIMP24885,
BIMP14924,LOC100650342
BIMP17620,LOC105666605
BIMP22121,LOC100646005
BIMP15724,LOC100649859
BIMP10603,LOC100651903
BIMP22146,
BIMP18810,LOC100647534
BIMP12744,LOC100647238
BIMP24615,
BIMP12223,
BIMP18570,LOC100642764
BIMP16888,
BIMP22507,LOC100646121
BIMP22513,
BIMP18986,
BIMP11620,LOC100648358
BIMP17787,
BIMP25466,
BIMP12797,
BIMP12376,LOC100650278
BIMP13461,LOC100642672
BIMP22981,LOC100644925
BIMP14861,LOC110119936
BIMP22757,LOC100643079
BIMP19013,
BIMP10784,LOC100647226
BIMP19861,LOC100644305
BIMP11785,
BIMP11513,
BIMP21002,LOC100651157
BIMP12272,LOC100646831
BIMP24706,LOC100644016
BIMP14583,
BIMP19600,LOC100642834
BIMP13068,LOC100645159
BIMP18573,LOC100651958
BIMP10425,LOC100643531
BIMP10788,
BIMP24890,
BIMP18025,
BIMP24349,LOC100643175
BIMP18830,LOC100643689
BIMP20070,LOC105666314
BIMP11750,
BIMP11597,
BIMP13697,LOC100646659
BIMP22585,
BIMP10071,
BIMP19168,LOC100644975
BIMP24652,
BIMP11430,
BIMP22183,LOC100647366
BIMP12804,
BIMP17173,LOC100645134
BIMP18922,
BIMP21974,
BIMP12699,
BIMP17093,
BIMP22984,
BIMP12033,LOC100643774
BIMP18822,LOC100644962
BIMP18977,LOC100649806
BIMP16042,
BIMP24777,
BIMP25082,
BIMP18471,LOC100648175
BIMP15668,LOC105666590
BIMP10823,
BIMP21585,LOC100646832
BIMP22759,LOC100642569
BIMP25746,LOC100643541
BIMP21595,LOC105666904
BIMP20303,LOC100647091
BIMP22749,LOC100647577
BIMP16520,
BIMP20656,
BIMP20574,LOC100649717
BIMP16838,
BIMP22755,LOC100643325
BIMP17734,
BIMP11037,
BIMP23945,LOC100651303
BIMP13362,LOC100647857
BIMP12010,LOC100648683
BIMP15165,
BIMP15090,LOC100646836
BIMP14731,LOC110119809
BIMP13581,LOC100650035
BIMP11193,LOC100647396
BIMP24405,LOC100643873
BIMP21548,LOC100645996
BIMP21548,LOC110119585
BIMP10830,
BIMP12712,LOC100645583
BIMP12224,
BIMP21200,LOC100642578
BIMP25240,LOC100643023
BIMP21112,
BIMP25882,LOC100647608
BIMP10661,LOC100646986
BIMP13243,LOC100647344
BIMP13181,
BIMP16825,LOC100652082
BIMP11274,LOC100651047
BIMP15470,LOC100649072
BIMP25400,
BIMP20064,
BIMP11022,LOC100648332
BIMP16222,LOC100648979
BIMP17822,LOC100644882
BIMP20906,
BIMP12263,LOC100651925
BIMP12148,
BIMP22629,LOC105665852
BIMP23120,LOC100644850
BIMP22369,LOC100647481
BIMP11531,LOC100645914
BIMP13499,LOC100642313
BIMP12736,
BIMP20742,LOC100648203
BIMP12091,LOC100647042
BIMP14529,
BIMP21188,LOC100650331
BIMP11105,LOC100631077
BIMP10007,LOC105666904
BIMP20298,LOC105666728
BIMP24148,LOC100650049
BIMP12842,LOC100650805
BIMP23351,LOC105667177
BIMP12940,
BIMP10811,LOC100644453
BIMP20434,
BIMP17644,LOC100643911
BIMP17929,LOC100642677
BIMP20565,
BIMP15076,LOC100650334
BIMP11535,LOC100647464
BIMP15179,
BIMP16336,LOC105666538
BIMP13853,LOC100644634
BIMP24587,
BIMP25248,LOC100642915
BIMP14566,
BIMP21810,
BIMP17918,
BIMP11937,LOC100643568
BIMP20669,LOC100652305
BIMP20569,LOC100644110
BIMP19367,
BIMP22830,LOC100644490
BIMP18487,LOC100644732
BIMP21497,LOC100649713
BIMP11624,LOC100646738
BIMP17145,LOC105666274
BIMP11388,LOC100649196
BIMP24060,LOC110119414
BIMP15399,
BIMP24087,
BIMP15587,
BIMP12368,LOC100642326
BIMP14996,LOC100651972
BIMP13288,
BIMP16841,LOC105666096
BIMP10766,LOC105666716
BIMP17497,
BIMP16132,LOC100651405
BIMP16096,
BIMP25021,LOC100644649
BIMP19611,LOC105667087
BIMP13042,LOC100644123
BIMP19084,LOC100644430
BIMP22810,LOC105667040
BIMP13682,
BIMP15566,
BIMP12047,
BIMP24016,LOC100645124
BIMP11756,LOC105667043
BIMP11756,LOC110120281
BIMP13753,LOC105666096
BIMP12289,LOC100650409
BIMP24741,LOC100650844
BIMP11056,
BIMP19534,LOC100643935
BIMP25408,LOC110119570
BIMP21872,LOC100643661
BIMP13585,LOC100651075
BIMP25395,
BIMP24408,LOC100646181
BIMP21485,LOC105666581
BIMP22675,
BIMP17525,LOC100644669
BIMP13241,LOC100646746
BIMP20735,LOC105665735
BIMP11483,LOC100650262
BIMP16820,LOC100651411
BIMP16034,LOC100643823
BIMP20672,
BIMP11893,LOC105667084
BIMP18286,
BIMP23923,LOC100651057
BIMP14198,LOC100645053
BIMP12178,
BIMP14203,
BIMP24131,LOC100643005
BIMP23627,LOC100645949
BIMP20622,
BIMP24730,
BIMP15167,
BIMP14280,
BIMP11990,LOC100644568
BIMP11002,
BIMP18450,LOC100642734
BIMP21001,LOC100651038
BIMP14024,
BIMP18812,LOC100646945
BIMP25747,LOC100643779
BIMP17065,LOC105665789
BIMP14218,
BIMP13910,LOC100646055
BIMP12931,
BIMP19855,LOC100650495
BIMP20244,LOC100644875
BIMP21417,
BIMP22553,LOC100642822
BIMP20604,
BIMP17991,
BIMP18240,LOC100643061
BIMP20960,
BIMP25629,LOC100644993
BIMP23161,
BIMP10549,
BIMP10031,LOC100646103
BIMP20939,
BIMP11603,
BIMP20041,LOC100646873
BIMP21467,LOC100646244
BIMP10219,LOC110119780
BIMP18264,
BIMP14806,LOC100644032
BIMP12212,
BIMP10397,LOC100643759
BIMP25250,LOC100642795
BIMP18077,LOC100650436
BIMP15712,LOC100642349
BIMP19780,LOC100646624
BIMP15591,
BIMP17843,LOC100652061
BIMP15234,LOC100643866
BIMP16200,LOC100644640
BIMP12256,LOC100649025
BIMP18249,
BIMP22699,LOC110119346
BIMP22699,LOC100642806
BIMP17609,
BIMP21516,LOC100642487
BIMP12995,LOC100646304
BIMP20628,
BIMP19092,
BIMP13890,LOC100642238
BIMP16416,LOC100650802
BIMP14256,LOC100649910
BIMP23521,LOC100650782
BIMP21386,
BIMP24528,
BIMP23509,LOC100643012
BIMP22740,LOC100649090
BIMP19696,LOC100643096
BIMP20185,
BIMP16837,LOC110119783
BIMP17340,
BIMP22283,LOC100647249
BIMP15952,LOC100649071
BIMP25609,LOC100649200
BIMP21988,
BIMP25771,LOC110119752
BIMP10367,LOC100649179
BIMP17828,LOC100646620
BIMP23538,LOC100647549
BIMP22607,LOC100650037
BIMP23403,LOC100651239
BIMP13669,
BIMP18559,LOC100645012
BIMP16095,
BIMP20417,LOC105666719
BIMP25492,LOC100650591
BIMP11955,LOC100649727
BIMP21468,LOC100646441
BIMP10614,LOC100644626
BIMP12630,
BIMP14276,LOC100644544
BIMP24568,LOC100644840
BIMP19158,LOC100643379
BIMP14120,
BIMP19095,
BIMP15023,
BIMP23201,LOC100644173
BIMP17172,LOC100644570
BIMP19791,LOC100643162
BIMP22492,LOC100649781
BIMP21820,LOC100642858
BIMP22180,LOC100646891
BIMP18637,
BIMP25153,
BIMP14584,
BIMP24169,
BIMP22091,
BIMP13448,LOC100645431
BIMP23572,LOC100644977
BIMP10090,LOC100642732
BIMP21750,LOC100647210
BIMP13464,LOC100642791
BIMP17699,LOC100651460
BIMP12385,LOC100647295
BIMP25817,LOC100644435
BIMP13621,LOC100646783
BIMP10158,LOC100643194
BIMP20443,LOC100644910
BIMP19963,
BIMP16845,LOC100648466
BIMP24659,
BIMP20864,
BIMP19601,LOC100642598
BIMP16239,LOC100650645
BIMP10475,
BIMP12463,LOC100644056
BIMP22545,LOC100650098
BIMP22844,LOC100650733
BIMP22916,LOC100650116
BIMP13500,LOC100642673
BIMP10374,LOC100651010
BIMP11012,LOC100648219
BIMP12984,LOC105666139
BIMP25058,LOC100646774
BIMP23442,LOC100643708
BIMP10166,LOC100644883
BIMP19375,LOC100652278
BIMP17527,
BIMP21766,LOC100643009
BIMP15600,
BIMP16654,
BIMP21144,LOC100650945
BIMP20462,LOC100649400
BIMP10461,
BIMP20541,LOC100649564
BIMP18045,LOC100650073
BIMP11253,LOC100647047
BIMP23758,LOC100642521
BIMP11967,LOC100645906
BIMP17786,LOC110120252
BIMP21832,LOC100643540
BIMP22387,LOC100649909
BIMP11349,LOC100643865
BIMP23016,LOC100650561
BIMP13575,LOC100648628
BIMP17759,
BIMP10995,
BIMP16877,LOC100648848
BIMP10288,LOC100650126
BIMP12920,
BIMP18571,LOC100642289
BIMP21045,LOC100644521
BIMP18944,
BIMP12772,
BIMP22398,LOC100643431
BIMP25422,LOC100643973
BIMP22175,
BIMP21658,
BIMP21693,
BIMP13136,LOC100644007
BIMP16602,
BIMP17575,
BIMP12861,LOC100649765
BIMP23041,LOC100648321
BIMP14659,
BIMP14349,LOC100642670
BIMP11006,LOC105667031
BIMP25109,LOC100650380
BIMP16035,
BIMP22626,
BIMP18078,
BIMP22436,
BIMP11285,
BIMP13058,LOC100642720
BIMP20424,LOC100642988
BIMP21915,LOC100652086
BIMP20211,
BIMP14706,
BIMP25806,LOC100647805
BIMP17746,
BIMP23287,LOC105667086
BIMP23497,
BIMP11865,
BIMP12732,LOC100648496
BIMP17730,
BIMP20389,
BIMP22396,LOC100642714
BIMP25645,LOC100642794
BIMP11135,LOC100650618
BIMP12981,LOC100643900
BIMP19436,LOC100642742
BIMP23260,LOC100643212
BIMP19634,LOC100631058
BIMP19897,
BIMP20729,LOC100642365
BIMP14738,
BIMP12992,LOC100645642
BIMP20025,
BIMP17879,LOC100644505
BIMP21752,
BIMP19223,
BIMP13725,
BIMP13217,
BIMP16694,LOC100642860
BIMP24082,LOC105666613
BIMP10800,LOC100650411
BIMP15455,LOC100645391
BIMP18983,
BIMP19297,
BIMP19267,LOC100649697
BIMP19411,LOC100647677
BIMP24680,LOC100646916
BIMP15109,LOC100643584
BIMP16740,LOC100651109
BIMP12968,
BIMP11449,LOC100643217
BIMP20764,LOC100649323
BIMP10182,LOC100647333
BIMP14422,LOC100649077
BIMP12164,
BIMP13437,LOC100647922
BIMP14920,LOC105666516
BIMP17911,LOC100644389
BIMP11536,LOC100647221
BIMP11732,
BIMP13099,LOC100642362
BIMP13082,LOC100649204
BIMP12438,LOC105665772
BIMP18483,LOC100646308
BIMP12145,
BIMP12431,LOC105665770
BIMP15900,
BIMP16084,LOC100646734
BIMP17670,LOC100649005
BIMP12491,
BIMP10497,
BIMP20470,LOC100650466
BIMP12811,LOC100648072
BIMP23513,LOC100642224
BIMP16171,LOC100645491
BIMP25198,LOC100644171
BIMP13800,
BIMP23740,LOC100648981
BIMP21607,
BIMP10434,
BIMP19781,LOC100646506
BIMP24609,
BIMP14227,
BIMP23810,LOC100643938
BIMP23093,
BIMP23998,LOC100646171
BIMP19736,LOC100647516
BIMP23331,
BIMP11710,LOC100651108
BIMP14676,LOC100651008
BIMP16527,
BIMP21294,LOC100651674
BIMP20245,LOC100644632
BIMP23366,LOC105666994
BIMP13915,LOC105667139
BIMP21596,
BIMP13491,LOC100650265
BIMP11485,LOC105666509
BIMP11427,
BIMP11214,LOC100648049
BIMP25891,LOC100650696
BIMP12149,
BIMP19024,LOC100648488
BIMP13029,
BIMP14708,
BIMP15598,
BIMP11972,LOC100646947
BIMP20327,LOC105666821
BIMP14124,LOC105667031
BIMP23761,LOC100652196
BIMP17689,LOC105666717
BIMP11455,
BIMP15989,LOC100648378
BIMP12553,
BIMP12016,LOC100647627
BIMP13995,
BIMP19959,
BIMP22295,LOC100645231
BIMP13593,LOC100643215
BIMP15746,LOC100644701
BIMP10140,LOC100645001
BIMP20442,LOC100644541
BIMP20914,
BIMP17321,LOC100649498
BIMP22547,LOC100650667
BIMP18911,LOC100644637
BIMP12575,
BIMP25193,LOC100650881
BIMP13806,
BIMP17986,LOC105666713
BIMP14778,
BIMP23092,LOC100650811
BIMP11314,
BIMP19137,
BIMP16813,
BIMP15007,
BIMP10916,
BIMP25755,LOC100642653
BIMP13950,LOC100651240
BIMP16778,LOC100645644
BIMP19504,LOC100652296
BIMP17151,LOC100650213
BIMP14977,LOC100646844
BIMP24398,
BIMP13154,LOC100643073
BIMP25453,
BIMP22931,
BIMP14432,LOC100642736
BIMP18396,LOC100647073
BIMP20817,LOC110120041
BIMP12497,LOC100652237
BIMP24791,LOC100651044
BIMP17956,LOC100651464
BIMP25542,
BIMP17833,LOC100651901
BIMP20351,
BIMP15683,LOC100644823
BIMP22900,
BIMP18004,
BIMP24453,LOC100644515
BIMP25025,LOC100644182
BIMP16926,
BIMP23536,LOC100648029
BIMP25821,LOC100643314
BIMP14675,LOC100650813
BIMP24265,
BIMP10036,LOC100646407
BIMP25632,LOC100644319
BIMP19797,LOC100643894
BIMP16317,
BIMP23179,LOC100646025
BIMP18162,LOC105667033
BIMP18162,LOC105666270
BIMP16229,LOC100649883
BIMP13223,LOC100643770
BIMP23251,LOC100649131
BIMP17314,LOC100650030
BIMP11964,LOC100649043
BIMP17917,
BIMP16142,
BIMP14390,LOC100642625
BIMP21717,
BIMP25784,LOC100652225
BIMP13334,LOC100645564
BIMP17976,LOC100646803
BIMP24826,LOC100649112
BIMP25719,
BIMP13065,LOC100643439
BIMP22130,
BIMP16259,
BIMP25290,LOC105666027
BIMP23611,
BIMP13870,LOC100648621
BIMP17776,
BIMP15920,
BIMP24698,LOC100645489
BIMP24487,
BIMP11089,LOC100644780
BIMP18925,LOC100648359
BIMP13025,
BIMP15478,LOC100642351
BIMP22976,LOC105665898
BIMP24803,LOC100651808
BIMP22040,LOC100648984
BIMP25683,LOC100650332
BIMP21881,LOC100645845
BIMP20581,
BIMP19672,LOC105666460
BIMP12099,LOC100646396
BIMP17475,
BIMP22306,LOC100642478
BIMP15512,LOC100646866
BIMP14811,LOC100644575
BIMP13560,LOC100642674
BIMP15333,
BIMP10405,LOC100645189
BIMP19186,LOC105666347
BIMP23524,LOC100649855
BIMP11216,LOC100647689
BIMP21751,LOC100647686
BIMP16770,
BIMP23008,LOC100642283
BIMP13987,
BIMP10193,
BIMP14587,
BIMP24897,
BIMP22435,LOC100646022
BIMP20632,LOC100649741
BIMP18392,LOC100645646
BIMP17222,LOC100651255
BIMP19918,
BIMP16537,
BIMP23294,
BIMP25031,
BIMP22457,LOC100647849
BIMP24663,
BIMP22639,LOC100646905
BIMP18489,LOC100644215
BIMP14718,
BIMP24457,LOC100643728
BIMP14460,LOC100648142
BIMP14591,LOC100644737
BIMP14591,LOC105666449
BIMP17263,LOC100652272
BIMP11446,
BIMP17052,
BIMP10239,LOC100643091
BIMP13477,LOC100651474
BIMP15722,
BIMP14650,LOC100642727
BIMP16080,LOC100645311
BIMP22655,LOC100643284
BIMP11119,LOC100649353
BIMP13783,
BIMP17837,
BIMP12268,LOC100650651
BIMP16669,
BIMP21107,LOC100642968
BIMP16732,
BIMP12707,LOC100646614
BIMP19280,LOC100643702
BIMP17419,LOC100650093
BIMP15494,LOC100644564
BIMP17455,
BIMP25423,LOC100644406
BIMP25761,LOC100642382
BIMP21248,
BIMP11548,LOC100649962
BIMP24251,LOC100651398
BIMP14067,LOC100652072
BIMP21000,LOC100647498
BIMP24040,LOC100642427
BIMP22881,LOC100650120
BIMP21687,
BIMP17931,
BIMP14103,LOC100647197
BIMP21704,LOC100646073
BIMP12267,LOC100650890
BIMP23203,LOC100652236
BIMP16318,
BIMP18152,LOC100647482
BIMP20592,LOC105666205
BIMP16606,LOC100646984
BIMP17887,LOC100642388
BIMP23064,LOC100644802
BIMP12220,
BIMP14958,LOC100644822
BIMP19357,
BIMP25195,LOC100644758
BIMP17706,LOC100650858
BIMP23436,LOC105666426
BIMP19215,
BIMP21812,
BIMP15647,LOC100646158
BIMP15739,LOC100645927
BIMP17914,LOC100647245
BIMP12392,
BIMP13935,LOC100643033
BIMP15487,
BIMP14524,LOC100644835
BIMP11885,
BIMP12520,LOC100651796
BIMP15506,
BIMP21329,LOC100643606
BIMP25563,
BIMP19804,LOC100645165
BIMP21880,LOC100645727
BIMP22970,
BIMP13516,LOC100649434
BIMP17508,
BIMP14069,LOC100649790
BIMP11573,
BIMP15524,LOC100644684
BIMP22164,LOC100642832
BIMP22063,LOC100646065
BIMP19111,LOC100643132
BIMP10012,LOC100647709
BIMP15525,LOC100644330
BIMP20216,
BIMP12929,
BIMP15466,
BIMP20329,LOC100651395
BIMP22657,LOC100642568
BIMP14740,
BIMP20626,
BIMP19325,LOC100642635
BIMP25022,LOC100644412
BIMP22861,LOC100645801
BIMP12684,LOC100645820
BIMP15563,LOC105665828
BIMP21533,
BIMP19481,
BIMP21370,LOC100649921
BIMP15787,
BIMP25549,
BIMP23840,
BIMP10267,LOC100647817
BIMP10601,LOC100651181
BIMP18828,LOC100644055
BIMP19173,LOC100646004
BIMP15039,
BIMP24492,LOC100651034
BIMP21613,LOC100643937
BIMP14629,
BIMP10168,LOC100644844
BIMP15822,
BIMP17587,LOC100644702
BIMP21921,
BIMP12587,LOC100651470
BIMP13003,
BIMP20451,LOC100651546
BIMP24412,LOC100644199
BIMP16835,
BIMP11495,
BIMP11151,LOC100643422
BIMP23062,
BIMP24769,
BIMP13919,
BIMP20089,
BIMP21606,
BIMP12360,LOC100642325
BIMP10024,
BIMP20640,LOC100652047
BIMP22407,
BIMP22870,LOC100646267
BIMP16762,LOC100650026
BIMP10861,LOC100644060
BIMP10797,LOC100642697
BIMP18992,LOC105666922
BIMP14184,
BIMP11835,LOC105665640
BIMP10257,LOC100647114
BIMP16911,LOC100651904
BIMP11476,
BIMP14527,LOC100651187
BIMP17717,LOC105666904
BIMP24860,LOC100651016
BIMP23373,LOC105666176
BIMP15962,
BIMP11719,LOC100648660
BIMP16260,LOC100642863
BIMP10872,
BIMP10138,LOC100647456
BIMP13561,
BIMP18970,LOC100648162
BIMP24655,
BIMP23293,
BIMP16411,LOC100650356
BIMP15946,LOC100650378
BIMP21947,
BIMP23949,LOC100642399
BIMP15009,LOC100644126
BIMP18664,
BIMP19130,LOC100649226
BIMP16204,
BIMP11560,
BIMP21876,LOC100644493
BIMP17936,LOC100646329
BIMP11241,
BIMP17507,LOC100646753
BIMP12211,
BIMP17464,LOC100647991
BIMP19885,LOC100650707
BIMP12177,
BIMP25547,LOC105666717
BIMP22315,LOC100651430
BIMP25189,LOC100652276
BIMP13555,LOC100651864
BIMP20832,
BIMP11610,
BIMP22352,LOC100651347
BIMP19435,LOC100642506
BIMP12593,
BIMP12755,LOC100649033
BIMP22878,LOC100649460
BIMP22786,
BIMP10235,LOC100646721
BIMP13998,LOC100643363
BIMP12255,
BIMP17702,LOC100650616
BIMP10789,
BIMP24916,
BIMP22113,LOC100648223
BIMP18611,
BIMP24168,LOC105666216
BIMP17313,LOC105667189
BIMP19941,LOC100647462
BIMP19166,
BIMP10581,LOC100650182
BIMP14711,
BIMP17877,LOC100645472
BIMP17713,LOC105665909
BIMP24570,
BIMP12062,LOC100646075
BIMP21644,LOC100642758
BIMP16085,LOC100645157
BIMP12746,LOC100647478
BIMP24146,LOC100650167
BIMP13341,LOC100644527
BIMP17845,LOC100650826
BIMP14634,LOC100644538
BIMP17275,LOC100645161
BIMP11715,
BIMP20346,
BIMP20116,LOC100643741
BIMP11493,
BIMP11267,LOC100649220
BIMP17723,
BIMP25326,LOC100642571
BIMP20175,
BIMP15871,LOC100643369
BIMP16373,LOC100646458
BIMP12661,LOC110119414
